date_name,local_team_id,local_team,local_result,visitor_result,visitor_team,visitor_team_id
Nacional 1968,80,San Martin (SJ),1,0,Chacarita,21
Nacional 1968,56,Independiente,1,0,Boca Juniors,17
Metropolitano 1968,70,Platense,2,1,Dep. Moron,32
Nacional 1968,21,Chacarita,3,1,San Martin (SJ),80
Metropolitano 1968,32,Dep. Moron,6,1,Platense,70
Metropolitano 1968,71,Quilmes,0,0,Dep. Moron,32
Metropolitano 1968,67,Nueva Chicago,1,1,Dep. Moron,32
Metropolitano 1968,32,Dep. Moron,0,2,Quilmes,71
Metropolitano 1968,71,Quilmes,1,2,River Plate,75
Metropolitano 1968,7,Argentinos,1,3,Los Andes,65
Metropolitano 1968,32,Dep. Moron,0,0,Tigre,91
Metropolitano 1968,91,Tigre,1,2,Dep. Moron,32
Metropolitano 1968,40,Ferro,1,1,Velez,94
Metropolitano 1968,94,Velez,2,2,Ferro,40
Metropolitano 1968,91,Tigre,1,3,Chacarita,21
Metropolitano 1968,21,Chacarita,2,0,Tigre,91
Metropolitano 1968,71,Quilmes,3,2,Rosario Central,76
Metropolitano 1968,76,Rosario Central,1,0,Quilmes,71
Metropolitano 1968,32,Dep. Moron,0,0,Union,93
Metropolitano 1968,93,Union,1,1,Dep. Moron,32
Nacional 1968,94,Velez,3,1,Belgrano,16
Metropolitano 1968,75,River Plate,3,3,Quilmes,71
Metropolitano 1968,94,Velez,2,0,Gimnasia (LP),43
Nacional 1968,7,Argentinos,0,0,Newells,66
Metropolitano 1968,70,Platense,5,1,Union,93
Nacional 1968,63,Lanus,1,1,Boca Juniors,17
Nacional 1968,55,Ind Rivadavia,2,0,Huracan,48
Metropolitano 1968,17,Boca Juniors,0,0,Lanus,63
Nacional 1968,51,Huracan (IW),0,3,Huracan,48
Metropolitano 1968,63,Lanus,1,1,Boca Juniors,17
Metropolitano 1968,91,Tigre,1,1,Velez,94
Metropolitano 1968,94,Velez,0,0,Tigre,91
Metropolitano 1968,93,Union,2,1,Tigre,91
Metropolitano 1968,91,Tigre,0,0,Union,93
Nacional 1968,25,Colon,3,1,Velez,94
Nacional 1968,16,Belgrano,2,1,San Lorenzo,77
Metropolitano 1968,40,Ferro,0,0,Dep. Moron,32
Metropolitano 1968,32,Dep. Moron,0,0,Ferro,40
Nacional 1968,66,Newells,2,1,Argentinos,7
Metropolitano 1968,70,Platense,1,2,San Lorenzo,77
Metropolitano 1968,7,Argentinos,2,0,Quilmes,71
Metropolitano 1968,71,Quilmes,2,2,Argentinos,7
Metropolitano 1968,32,Dep. Moron,1,0,Gimnasia (LP),43
Nacional 1968,16,Belgrano,4,2,San Martin (T),81
Metropolitano 1968,43,Gimnasia (LP),2,0,Dep. Moron,32
Metropolitano 1968,70,Platense,2,2,Tigre,91
Metropolitano 1968,70,Platense,1,1,Argentinos,7
Metropolitano 1968,7,Argentinos,1,0,Platense,70
Nacional 1968,17,Boca Juniors,0,0,Racing Club,73
Metropolitano 1968,17,Boca Juniors,3,1,Racing Club,73
Metropolitano 1968,73,Racing Club,1,1,Boca Juniors,17
Metropolitano 1968,91,Tigre,1,1,Platense,70
Metropolitano 1968,93,Union,0,0,Platense,70
Metropolitano 1968,77,San Lorenzo,1,1,Platense,70
Metropolitano 1968,43,Gimnasia (LP),0,3,Velez,94
Metropolitano 1968,65,Los Andes,1,1,Argentinos,7
Metropolitano 1968,56,Independiente,4,0,Argentinos,7
Metropolitano 1968,91,Tigre,0,2,Quilmes,71
Metropolitano 1968,43,Gimnasia (LP),3,0,Nueva Chicago,67
Metropolitano 1968,93,Union,1,1,Quilmes,71
Metropolitano 1968,67,Nueva Chicago,1,1,Gimnasia (LP),43
Metropolitano 1968,91,Tigre,0,2,Quilmes,71
Metropolitano 1968,71,Quilmes,0,0,Tigre,91
Metropolitano 1968,91,Tigre,1,0,Colon,25
Metropolitano 1968,71,Quilmes,1,0,Tigre,91
Metropolitano 1968,25,Colon,4,0,Tigre,91
Metropolitano 1968,7,Argentinos,2,0,Independiente,56
Metropolitano 1968,40,Ferro,1,2,Estudiantes (LP),37
Metropolitano 1968,71,Quilmes,0,0,Union,93
Metropolitano 1968,93,Union,4,0,Gimnasia (LP),43
Nacional 1968,65,Los Andes,1,1,Boca Juniors,17
Nacional 1968,37,Estudiantes (LP),2,0,San Martin (T),81
Metropolitano 1968,94,Velez,3,1,Chacarita,21
Metropolitano 1968,37,Estudiantes (LP),4,1,Ferro,40
Metropolitano 1968,43,Gimnasia (LP),1,1,Union,93
Metropolitano 1969,32,Dep. Moron,0,1,Los Andes,65
Metropolitano 1969,25,Colon,2,0,Banfield,14
Nacional 1969,81,San Martin (T),3,2,Desamparados,34
Metropolitano 1969,14,Banfield,1,1,Colon,25
Metropolitano 1969,65,Los Andes,4,3,Colon,25
Nacional 1969,88,Talleres (C),2,0,Desamparados,34
Nacional 1969,93,Union,1,1,San Martin (T),81
Metropolitano 1969,25,Colon,3,2,Banfield,14
Metropolitano 1969,63,Lanus,1,1,Independiente,56
Metropolitano 1969,14,Banfield,1,1,Colon,25
Metropolitano 1969,25,Colon,0,1,Los Andes,65
Metropolitano 1969,56,Independiente,1,1,Lanus,63
Metropolitano 1969,14,Banfield,1,2,Chacarita,21
Metropolitano 1969,32,Dep. Moron,1,0,Newells,66
Metropolitano 1969,66,Newells,1,0,Dep. Moron,32
Metropolitano 1969,56,Independiente,2,1,Racing Club,73
Nacional 1969,81,San Martin (T),1,3,San Martin (M),79
Nacional 1969,88,Talleres (C),1,1,San Martin (M),79
Nacional 1969,79,San Martin (M),0,0,Desamparados,34
Nacional 1969,37,Estudiantes (LP),1,0,Lanus,63
Metropolitano 1969,66,Newells,0,1,Dep. Moron,32
Nacional 1969,63,Lanus,1,3,Independiente,56
Nacional 1969,93,Union,2,2,San Martin (M),79
Nacional 1969,94,Velez,1,1,San Martin (M),79
Metropolitano 1969,25,Colon,1,0,Newells,66
Nacional 1969,88,Talleres (C),4,0,San Martin (T),81
Metropolitano 1969,66,Newells,2,1,Colon,25
Metropolitano 1969,76,Rosario Central,1,0,San Lorenzo,77
Metropolitano 1969,77,San Lorenzo,0,0,Rosario Central,76
Metropolitano 1969,32,Dep. Moron,3,0,Newells,66
Metropolitano 1969,65,Los Andes,0,3,Dep. Moron,32
Metropolitano 1969,66,Newells,2,0,Atlanta,13
Metropolitano 1969,32,Dep. Moron,1,1,Los Andes,65
Metropolitano 1969,13,Atlanta,0,1,Lanus,63
Nacional 1969,88,Talleres (C),0,3,Velez,94
Nacional 1969,71,Quilmes,0,2,Independiente,56
Metropolitano 1969,63,Lanus,2,0,Atlanta,13
Metropolitano 1969,14,Banfield,2,1,Dep. Moron,32
Nacional 1969,34,Desamparados,1,2,Chacarita,21
Nacional 1969,93,Union,3,1,Talleres (C),88
Metropolitano 1969,94,Velez,4,2,Colon,25
Metropolitano 1969,25,Colon,2,2,Velez,94
Metropolitano 1969,32,Dep. Moron,0,3,Estudiantes (LP),37
Metropolitano 1969,37,Estudiantes (LP),1,1,Dep. Moron,32
Metropolitano 1969,32,Dep. Moron,1,1,Ferro,40
Metropolitano 1969,13,Atlanta,0,3,Los Andes,65
Metropolitano 1969,65,Los Andes,3,1,Atlanta,13
Nacional 1969,93,Union,1,1,Boca Juniors,17
Metropolitano 1969,32,Dep. Moron,0,1,Banfield,14
Metropolitano 1969,43,Gimnasia (LP),4,3,Dep. Moron,32
Metropolitano 1969,32,Dep. Moron,3,2,Huracan,48
Metropolitano 1969,48,Huracan,3,0,Dep. Moron,32
Nacional 1969,81,San Martin (T),1,2,Velez,94
Metropolitano 1969,25,Colon,2,2,Lanus,63
Metropolitano 1969,13,Atlanta,1,1,Newells,66
Metropolitano 1969,25,Colon,0,1,Chacarita,21
Metropolitano 1969,65,Los Andes,2,3,Dep. Moron,32
Metropolitano 1969,21,Chacarita,5,0,Colon,25
Nacional 1969,17,Boca Juniors,6,0,Talleres (C),88
Nacional 1969,34,Desamparados,2,1,Union,93
Nacional 1969,94,Velez,1,1,Desamparados,34
Metropolitano 1969,32,Dep. Moron,1,1,Gimnasia (LP),43
Metropolitano 1969,56,Independiente,1,0,Banfield,14
Metropolitano 1969,14,Banfield,3,1,Independiente,56
Metropolitano 1969,63,Lanus,2,2,Colon,25
Nacional 1969,34,Desamparados,5,2,San Lorenzo (MdP),78
Metropolitano 1969,76,Rosario Central,1,3,Velez,94
Nacional 1969,37,Estudiantes (LP),2,2,Chacarita,21
Metropolitano 1969,25,Colon,1,0,Rosario Central,76
Metropolitano 1969,13,Atlanta,0,0,Velez,94
Nacional 1969,56,Independiente,1,0,River Plate,75
Metropolitano 1969,25,Colon,1,0,Rosario Central,76
Metropolitano 1969,76,Rosario Central,3,1,Colon,25
Metropolitano 1969,32,Dep. Moron,1,1,Union,93
Metropolitano 1969,43,Gimnasia (LP),2,0,Banfield,14
Nacional 1969,77,San Lorenzo,1,1,Velez,94
Metropolitano 1969,14,Banfield,2,0,Ferro,40
Metropolitano 1969,25,Colon,1,2,San Lorenzo,77
Metropolitano 1969,77,San Lorenzo,1,0,Velez,94
Metropolitano 1969,94,Velez,2,2,San Lorenzo,77
Nacional 1969,93,Union,0,2,San Lorenzo,77
Metropolitano 1969,14,Banfield,2,2,Gimnasia (LP),43
Metropolitano 1969,43,Gimnasia (LP),3,1,Banfield,14
Metropolitano 1969,93,Union,4,1,Dep. Moron,32
Nacional 1969,71,Quilmes,4,2,Desamparados,34
Nacional 1969,34,Desamparados,3,0,Platense,70
Metropolitano 1969,94,Velez,1,0,Dep. Moron,32
Metropolitano 1969,21,Chacarita,3,2,Banfield,14
Metropolitano 1969,37,Estudiantes (LP),1,0,Gimnasia (LP),43
Nacional 1969,56,Independiente,4,1,Desamparados,34
Metropolitano 1969,77,San Lorenzo,3,0,Colon,25
Metropolitano 1969,43,Gimnasia (LP),2,0,Estudiantes (LP),37
Metropolitano 1969,14,Banfield,0,5,Boca Juniors,17
Metropolitano 1969,17,Boca Juniors,4,0,Banfield,14
Metropolitano 1969,14,Banfield,1,0,Gimnasia (LP),43
Nacional 1969,48,Huracan,0,3,Desamparados,34
Nacional 1969,79,San Martin (M),3,2,San Lorenzo (MdP),78
Nacional 1969,37,Estudiantes (LP),4,0,Desamparados,34
Metropolitano 1969,25,Colon,0,1,Union,93
Metropolitano 1969,93,Union,0,0,Colon,25
Metropolitano 1969,94,Velez,4,2,Atlanta,13
Metropolitano 1969,76,Rosario Central,3,1,Colon,25
Metropolitano 1969,32,Dep. Moron,0,1,Velez,94
Nacional 1969,34,Desamparados,4,2,Lanus,63
Nacional 1969,17,Boca Juniors,1,0,Velez,94
Metropolitano 1969,17,Boca Juniors,2,1,Velez,94
Metropolitano 1969,94,Velez,0,0,Boca Juniors,17
Nacional 1969,77,San Lorenzo,5,0,San Martin (T),81
Nacional 1969,77,San Lorenzo,4,1,San Martin (M),79
Nacional 1969,78,San Lorenzo (MdP),0,2,San Lorenzo,77
Metropolitano 1969,71,Quilmes,1,0,Dep. Moron,32
Metropolitano 1969,76,Rosario Central,0,0,Atlanta,13
Nacional 1969,56,Independiente,4,0,Estudiantes (LP),37
Metropolitano 1969,13,Atlanta,1,0,Rosario Central,76
Metropolitano 1969,13,Atlanta,0,2,San Lorenzo,77
Nacional 1969,34,Desamparados,1,2,Racing Club,73
Metropolitano 1969,76,Rosario Central,2,0,Atlanta,13
Metropolitano 1969,13,Atlanta,2,2,Rosario Central,76
Nacional 1969,56,Independiente,1,3,Racing Club,73
Metropolitano 1969,70,Platense,1,0,Dep. Moron,32
Metropolitano 1969,73,Racing Club,2,2,Independiente,56
Metropolitano 1969,32,Dep. Moron,1,3,Platense,70
Nacional 1969,34,Desamparados,2,3,San Lorenzo,77
Nacional 1969,75,River Plate,7,0,Desamparados,34
Metropolitano 1969,94,Velez,0,1,Rosario Central,76
Metropolitano 1969,77,San Lorenzo,5,2,Atlanta,13
Nacional 1969,94,Velez,5,0,San Lorenzo (MdP),78
Nacional 1969,56,Independiente,1,1,Platense,70
Metropolitano 1969,32,Dep. Moron,2,1,San Telmo,82
Metropolitano 1969,76,Rosario Central,2,1,Dep. Moron,32
Metropolitano 1969,48,Huracan,2,2,Estudiantes (LP),37
Metropolitano 1969,37,Estudiantes (LP),3,3,Huracan,48
Metropolitano 1969,14,Banfield,3,1,Dep. Moron,32
Nacional 1969,81,San Martin (T),0,0,San Lorenzo (MdP),78
Metropolitano 1969,32,Dep. Moron,0,1,Quilmes,71
Nacional 1969,48,Huracan,2,0,Estudiantes (LP),37
Metropolitano 1969,32,Dep. Moron,2,0,Rosario Central,76
Metropolitano 1969,32,Dep. Moron,1,3,River Plate,75
Nacional 1969,77,San Lorenzo,5,2,Talleres (C),88
Metropolitano 1969,75,River Plate,3,0,Dep. Moron,32
Metropolitano 1969,32,Dep. Moron,0,2,Racing Club,73
Metropolitano 1969,73,Racing Club,3,0,Dep. Moron,32
Nacional 1969,78,San Lorenzo (MdP),2,1,Union,93
Nacional 1969,78,San Lorenzo (MdP),1,3,Talleres (C),88
Metropolitano 1969,13,Atlanta,0,1,Independiente,56
Metropolitano 1969,75,River Plate,4,2,Argentinos,7
Metropolitano 1969,76,Rosario Central,1,0,Independiente,56
Metropolitano 1969,66,Newells,3,1,Platense,70
Metropolitano 1969,93,Union,0,0,Quilmes,71
Metropolitano 1969,66,Newells,1,0,Quilmes,71
Metropolitano 1969,71,Quilmes,1,1,Newells,66
Nacional 1969,21,Chacarita,1,1,Union,93
Metropolitano 1969,73,Racing Club,5,2,Newells,66
Metropolitano 1969,66,Newells,1,1,Racing Club,73
Nacional 1969,37,Estudiantes (LP),3,1,San Lorenzo (MdP),78
Nacional 1969,79,San Martin (M),0,2,Estudiantes (LP),37
Nacional 1969,81,San Martin (T),1,0,Estudiantes (LP),37
Metropolitano 1969,75,River Plate,4,0,Newells,66
Metropolitano 1969,66,Newells,1,2,River Plate,75
Nacional 1969,71,Quilmes,4,1,Chacarita,21
Nacional 1969,88,Talleres (C),3,2,Quilmes,71
Nacional 1969,81,San Martin (T),0,1,Quilmes,71
Nacional 1969,71,Quilmes,7,1,San Martin (M),79
Nacional 1969,71,Quilmes,6,3,San Lorenzo (MdP),78
Metropolitano 1969,66,Newells,0,0,Rosario Central,76
Metropolitano 1969,76,Rosario Central,2,2,Newells,66
Metropolitano 1969,66,Newells,1,0,Rosario Central,76
Nacional 1969,77,San Lorenzo,3,0,Quilmes,71
Metropolitano 1969,21,Chacarita,1,0,Racing Club,73
Nacional 1969,73,Racing Club,3,0,Chacarita,21
Metropolitano 1969,76,Rosario Central,0,0,Newells,66
Metropolitano 1969,66,Newells,2,2,Rosario Central,76
Metropolitano 1969,70,Platense,1,1,Newells,66
Metropolitano 1969,71,Quilmes,2,0,Union,93
Nacional 1969,93,Union,0,1,Quilmes,71
Nacional 1969,21,Chacarita,4,2,Platense,70
Metropolitano 1969,65,Los Andes,0,0,Newells,66
Metropolitano 1969,66,Newells,1,1,Los Andes,65
Metropolitano 1969,65,Los Andes,3,1,Newells,66
Metropolitano 1969,65,Los Andes,4,4,Platense,70
Metropolitano 1969,70,Platense,1,1,Los Andes,65
Metropolitano 1969,71,Quilmes,3,1,Los Andes,65
Metropolitano 1969,65,Los Andes,1,1,Quilmes,71
Metropolitano 1969,48,Huracan,0,0,Argentinos,7
Metropolitano 1969,7,Argentinos,1,4,Huracan,48
Metropolitano 1969,65,Los Andes,1,3,Racing Club,73
Metropolitano 1969,73,Racing Club,0,0,Los Andes,65
Metropolitano 1969,65,Los Andes,0,0,River Plate,75
Nacional 1969,88,Talleres (C),2,1,Estudiantes (LP),37
Metropolitano 1969,75,River Plate,1,0,Los Andes,65
Metropolitano 1969,75,River Plate,2,2,Racing Club,73
Metropolitano 1969,73,Racing Club,3,1,River Plate,75
Metropolitano 1969,76,Rosario Central,0,0,Los Andes,65
Metropolitano 1969,65,Los Andes,0,0,Rosario Central,76
Nacional 1969,94,Velez,2,3,Quilmes,71
Nacional 1969,21,Chacarita,1,1,Velez,94
Metropolitano 1969,94,Velez,2,2,Chacarita,21
Metropolitano 1969,65,Los Andes,2,2,Union,93
Metropolitano 1969,93,Union,1,4,Los Andes,65
Metropolitano 1969,21,Chacarita,2,1,Velez,94
Metropolitano 1969,21,Chacarita,3,2,Platense,70
Metropolitano 1969,70,Platense,1,2,Chacarita,21
Nacional 1969,75,River Plate,1,0,Racing Club,73
Metropolitano 1969,7,Argentinos,3,0,Los Andes,65
Metropolitano 1969,65,Los Andes,1,1,Argentinos,7
Metropolitano 1969,93,Union,1,0,Argentinos,7
Metropolitano 1969,71,Quilmes,3,2,Platense,70
Metropolitano 1969,70,Platense,3,1,Quilmes,71
Nacional 1969,70,Platense,3,3,Quilmes,71
Nacional 1969,70,Platense,1,1,San Martin (M),79
Nacional 1969,78,San Lorenzo (MdP),0,2,Platense,70
Metropolitano 1969,71,Quilmes,3,1,Argentinos,7
Metropolitano 1969,7,Argentinos,0,0,Quilmes,71
Nacional 1969,21,Chacarita,1,1,San Lorenzo,77
Metropolitano 1969,21,Chacarita,0,2,San Lorenzo,77
Metropolitano 1969,77,San Lorenzo,2,0,Chacarita,21
Metropolitano 1969,7,Argentinos,1,1,Rosario Central,76
Metropolitano 1969,76,Rosario Central,1,0,Argentinos,7
Nacional 1969,70,Platense,2,2,San Martin (T),81
Nacional 1969,37,Estudiantes (LP),3,1,Union,93
Metropolitano 1969,37,Estudiantes (LP),1,1,Union,93
Metropolitano 1969,76,Rosario Central,2,1,Chacarita,21
Metropolitano 1969,21,Chacarita,0,0,Rosario Central,76
Nacional 1969,77,San Lorenzo,2,0,Platense,70
Metropolitano 1969,7,Argentinos,0,2,Racing Club,73
Metropolitano 1969,70,Platense,0,0,Racing Club,73
Metropolitano 1969,73,Racing Club,3,1,Platense,70
Nacional 1969,73,Racing Club,2,1,Platense,70
Metropolitano 1969,73,Racing Club,0,0,Argentinos,7
Nacional 1969,70,Platense,0,0,River Plate,75
Metropolitano 1969,75,River Plate,0,4,Platense,70
Metropolitano 1969,7,Argentinos,1,2,River Plate,75
Metropolitano 1969,93,Union,1,2,Estudiantes (LP),37
Metropolitano 1969,66,Newells,3,0,Los Andes,65
Nacional 1969,70,Platense,4,1,Talleres (C),88
Metropolitano 1969,7,Argentinos,0,0,Platense,70
Metropolitano 1969,7,Argentinos,0,2,Union,93
Metropolitano 1969,7,Argentinos,0,0,Los Andes,65
Metropolitano 1969,65,Los Andes,1,0,Argentinos,7
Nacional 1969,71,Quilmes,0,1,River Plate,75
Metropolitano 1969,71,Quilmes,2,3,River Plate,75
Metropolitano 1969,75,River Plate,1,1,Quilmes,71
Nacional 1969,21,Chacarita,3,0,Talleres (C),88
Nacional 1969,71,Quilmes,2,0,Racing Club,73
Metropolitano 1969,71,Quilmes,0,2,Racing Club,73
Metropolitano 1969,73,Racing Club,5,1,Quilmes,71
Metropolitano 1969,93,Union,1,2,Newells,66
Metropolitano 1969,66,Newells,0,2,Union,93
Metropolitano 1969,70,Platense,2,2,Argentinos,7
Nacional 1969,21,Chacarita,1,1,San Martin (T),81
Metropolitano 1969,21,Chacarita,4,1,River Plate,75
Nacional 1969,75,River Plate,5,2,Chacarita,21
Nacional 1969,79,San Martin (M),0,3,Chacarita,21
Nacional 1969,78,San Lorenzo (MdP),1,2,Chacarita,21
Metropolitano 1969,66,Newells,1,1,Argentinos,7
Metropolitano 1969,7,Argentinos,1,1,Newells,66
Metropolitano 1969,7,Argentinos,1,0,Newells,66
Metropolitano 1969,66,Newells,3,0,Argentinos,7
Nacional 1969,70,Platense,2,3,Velez,94
Nacional 1969,93,Union,1,0,Platense,70
Metropolitano 1969,93,Union,3,0,Platense,70
Metropolitano 1969,70,Platense,2,0,Union,93
Nacional 1969,94,Velez,0,1,Estudiantes (LP),37
Metropolitano 1969,43,Gimnasia (LP),4,0,Argentinos,7
Metropolitano 1969,7,Argentinos,3,1,Gimnasia (LP),43
Nacional 1969,73,Racing Club,1,3,San Lorenzo,77
Nacional 1969,79,San Martin (M),0,1,River Plate,75
Nacional 1969,75,River Plate,4,1,San Lorenzo (MdP),78
Metropolitano 1969,70,Platense,1,1,River Plate,75
Metropolitano 1969,37,Estudiantes (LP),4,0,Quilmes,71
Metropolitano 1969,17,Boca Juniors,2,0,Atlanta,13
Metropolitano 1969,13,Atlanta,0,2,Boca Juniors,17
Metropolitano 1969,77,San Lorenzo,0,1,Independiente,56
Metropolitano 1969,56,Independiente,2,0,San Lorenzo,77
Nacional 1969,56,Independiente,2,0,San Lorenzo,77
Nacional 1969,71,Quilmes,2,1,Estudiantes (LP),37
Metropolitano 1969,13,Atlanta,0,2,Argentinos,7
Metropolitano 1969,7,Argentinos,0,0,Atlanta,13
Nacional 1969,81,San Martin (T),1,1,River Plate,75
Metropolitano 1969,13,Atlanta,2,1,Argentinos,7
Metropolitano 1969,7,Argentinos,4,1,Banfield,14
Metropolitano 1969,13,Atlanta,1,0,Banfield,14
Metropolitano 1969,14,Banfield,1,0,Argentinos,7
Metropolitano 1969,14,Banfield,0,2,Atlanta,13
Metropolitano 1969,13,Atlanta,0,0,Banfield,14
Metropolitano 1969,14,Banfield,2,1,Atlanta,13
Nacional 1969,56,Independiente,1,1,San Lorenzo (MdP),78
Nacional 1969,48,Huracan,2,0,Chacarita,21
Metropolitano 1969,25,Colon,2,2,Gimnasia (LP),43
Nacional 1969,79,San Martin (M),0,2,Independiente,56
Metropolitano 1969,43,Gimnasia (LP),1,0,Colon,25
Nacional 1969,56,Independiente,7,1,San Martin (T),81
Metropolitano 1969,7,Argentinos,2,1,Atlanta,13
Metropolitano 1969,43,Gimnasia (LP),3,0,Colon,25
Metropolitano 1969,43,Gimnasia (LP),0,1,Chacarita,21
Metropolitano 1969,21,Chacarita,1,0,Atlanta,13
Metropolitano 1969,56,Independiente,2,0,Rosario Central,76
Metropolitano 1969,65,Los Andes,1,2,Estudiantes (LP),37
Metropolitano 1969,37,Estudiantes (LP),2,1,Los Andes,65
Metropolitano 1969,37,Estudiantes (LP),1,0,Newells,66
Metropolitano 1969,66,Newells,2,2,Estudiantes (LP),37
Metropolitano 1969,13,Atlanta,2,2,Gimnasia (LP),43
Metropolitano 1969,43,Gimnasia (LP),0,4,Atlanta,13
Metropolitano 1969,13,Atlanta,3,1,Gimnasia (LP),43
Metropolitano 1969,43,Gimnasia (LP),1,0,Atlanta,13
Nacional 1969,94,Velez,0,1,River Plate,75
Metropolitano 1969,25,Colon,2,0,Independiente,56
Metropolitano 1969,56,Independiente,4,1,Colon,25
Metropolitano 1969,21,Chacarita,2,1,Gimnasia (LP),43
Nacional 1969,75,River Plate,2,0,Union,93
Metropolitano 1969,13,Atlanta,3,0,Dep. Moron,32
Metropolitano 1969,32,Dep. Moron,1,2,Atlanta,13
Metropolitano 1969,93,Union,0,1,River Plate,75
Metropolitano 1969,37,Estudiantes (LP),0,1,Platense,70
Metropolitano 1969,70,Platense,0,4,Estudiantes (LP),37
Nacional 1969,70,Platense,3,4,Estudiantes (LP),37
Nacional 1969,88,Talleres (C),2,2,River Plate,75
Metropolitano 1969,13,Atlanta,3,0,Colon,25
Metropolitano 1969,25,Colon,4,1,Atlanta,13
Metropolitano 1969,13,Atlanta,4,1,Colon,25
Metropolitano 1969,25,Colon,2,1,Atlanta,13
Metropolitano 1969,13,Atlanta,1,1,Chacarita,21
Metropolitano 1969,75,River Plate,0,0,Union,93
Metropolitano 1969,56,Independiente,3,2,Atlanta,13
Nacional 1969,56,Independiente,1,0,Talleres (C),88
Metropolitano 1969,37,Estudiantes (LP),0,1,Racing Club,73
Metropolitano 1969,73,Racing Club,3,1,Union,93
Metropolitano 1969,93,Union,0,1,Racing Club,73
Metropolitano 1969,63,Lanus,3,0,Rosario Central,76
Metropolitano 1969,76,Rosario Central,0,2,Lanus,63
Metropolitano 1969,32,Dep. Moron,2,1,Argentinos,7
Metropolitano 1969,7,Argentinos,0,1,Dep. Moron,32
Metropolitano 1969,63,Lanus,2,1,San Lorenzo,77
Metropolitano 1969,77,San Lorenzo,5,2,Lanus,63
Nacional 1969,63,Lanus,1,2,San Lorenzo,77
Metropolitano 1969,32,Dep. Moron,3,1,Argentinos,7
Metropolitano 1969,7,Argentinos,2,0,Dep. Moron,32
Nacional 1969,73,Racing Club,0,1,Talleres (C),88
Nacional 1969,75,River Plate,2,0,Lanus,63
Nacional 1969,73,Racing Club,5,1,San Martin (T),81
Nacional 1969,79,San Martin (M),1,1,Racing Club,73
Nacional 1969,79,San Martin (M),0,0,Lanus,63
Nacional 1969,78,San Lorenzo (MdP),2,1,Racing Club,73
Nacional 1969,63,Lanus,1,0,San Martin (T),81
Metropolitano 1969,7,Argentinos,0,1,Estudiantes (LP),37
Metropolitano 1969,37,Estudiantes (LP),2,1,Argentinos,7
Nacional 1969,63,Lanus,2,0,Talleres (C),88
Nacional 1969,63,Lanus,1,1,Union,93
Metropolitano 1969,94,Velez,2,2,Lanus,63
Metropolitano 1969,63,Lanus,1,5,Velez,94
Nacional 1969,63,Lanus,1,2,Velez,94
Nacional 1969,37,Estudiantes (LP),2,3,San Lorenzo,77
Nacional 1969,78,San Lorenzo (MdP),2,0,Lanus,63
Metropolitano 1969,25,Colon,0,0,Gimnasia (LP),43
Nacional 1969,73,Racing Club,2,1,Union,93
Metropolitano 1969,32,Dep. Moron,3,1,Colon,25
Nacional 1969,93,Union,1,4,Independiente,56
Metropolitano 1969,73,Racing Club,2,0,Estudiantes (LP),37
Nacional 1969,37,Estudiantes (LP),2,2,Racing Club,73
Metropolitano 1969,94,Velez,0,0,Independiente,56
Metropolitano 1969,56,Independiente,0,1,Velez,94
Nacional 1969,94,Velez,1,0,Independiente,56
Metropolitano 1969,56,Independiente,2,1,Chacarita,21
Metropolitano 1969,21,Chacarita,1,0,Independiente,56
Nacional 1969,21,Chacarita,1,1,Independiente,56
Nacional 1969,77,San Lorenzo,1,1,River Plate,75
Nacional 1969,77,San Lorenzo,0,1,River Plate,75
Nacional 1969,75,River Plate,3,2,San Lorenzo,77
Metropolitano 1969,25,Colon,4,0,Dep. Moron,32
Metropolitano 1969,21,Chacarita,3,0,Lanus,63
Nacional 1969,21,Chacarita,2,0,Lanus,63
Nacional 1969,63,Lanus,3,1,Platense,70
Metropolitano 1969,37,Estudiantes (LP),1,0,River Plate,75
Metropolitano 1969,63,Lanus,1,1,Quilmes,71
Metropolitano 1969,71,Quilmes,1,2,Lanus,63
Nacional 1969,63,Lanus,4,0,Quilmes,71
Metropolitano 1969,75,River Plate,3,1,Estudiantes (LP),37
Nacional 1969,75,River Plate,1,0,Estudiantes (LP),37
Metropolitano 1969,25,Colon,3,0,Argentinos,7
Nacional 1969,73,Racing Club,2,0,Lanus,63
Metropolitano 1969,7,Argentinos,4,1,Colon,25
Nacional 1969,94,Velez,0,0,Racing Club,73
Metropolitano 1969,63,Lanus,7,1,Chacarita,21
Metropolitano 1969,71,Quilmes,2,0,Estudiantes (LP),37
Nacional 1969,93,Union,0,0,Velez,94
Metropolitano 1969,75,River Plate,2,0,Boca Juniors,17
Nacional 1969,48,Huracan,5,0,San Lorenzo (MdP),78
Metropolitano 1969,63,Lanus,4,0,Gimnasia (LP),43
Metropolitano 1969,43,Gimnasia (LP),2,0,Lanus,63
Nacional 1969,34,Desamparados,1,1,Boca Juniors,17
Nacional 1969,37,Estudiantes (LP),0,2,Boca Juniors,17
Metropolitano 1969,14,Banfield,2,0,Los Andes,65
Metropolitano 1969,65,Los Andes,1,0,Banfield,14
Metropolitano 1969,14,Banfield,1,0,Los Andes,65
Metropolitano 1969,65,Los Andes,1,2,Banfield,14
Metropolitano 1969,76,Rosario Central,0,0,Boca Juniors,17
Nacional 1969,79,San Martin (M),2,2,Huracan,48
Nacional 1969,81,San Martin (T),0,2,Huracan,48
